2022-06-27 13:33:24.284  INFO 3184 --- [main] .c.m.l.QuickfixLmaxMarketDataApplication : Starting QuickfixLmaxMarketDataApplication using Java 17.0.3 on DESKTOP-G1O7DN4 with PID 3184 (D:\home\Courses\Java\quickfix\quickfix-lmax\quickfix-lmax-client\quickfix-client-lmax\quickfix-client-markerdata-lmax\target\classes started by iorch in D:\home\Courses\Java\quickfix\quickfix-lmax\quickfix-lmax-client)
2022-06-27 13:33:24.287  INFO 3184 --- [main] .c.m.l.QuickfixLmaxMarketDataApplication : No active profile set, falling back to 1 default profile: "default"
2022-06-27 16:58:33.987  INFO 24252 --- [SpringApplicationShutdownHook] quickfix.SocketInitiator                 : SessionTimer canceled
2022-06-27 16:58:33.988  INFO 24252 --- [QFJ Message Processor] quickfix.SocketInitiator                 : Stopped QFJ Message Processor
2022-06-27 16:58:39.330  INFO 24392 --- [main] .c.m.l.QuickfixLmaxMarketDataApplication : Starting QuickfixLmaxMarketDataApplication using Java 17.0.3 on DESKTOP-G1O7DN4 with PID 24392 (D:\home\Courses\Java\quickfix\quickfix-lmax\quickfix-lmax-client\quickfix-client-lmax\quickfix-client-markerdata-lmax\target\classes started by iorch in D:\home\Courses\Java\quickfix\quickfix-lmax\quickfix-lmax-client)
2022-06-27 16:58:39.332  INFO 24392 --- [main] .c.m.l.QuickfixLmaxMarketDataApplication : No active profile set, falling back to 1 default profile: "default"
2022-06-27 16:58:40.153  INFO 24392 --- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat initialized with port(s): 8090 (http)
2022-06-27 16:58:40.171  INFO 24392 --- [main] o.apache.catalina.core.StandardService   : Starting service [Tomcat]
2022-06-27 16:58:40.174  INFO 24392 --- [main] org.apache.catalina.core.StandardEngine  : Starting Servlet engine: [Apache Tomcat/9.0.64]
2022-06-27 16:58:40.239  INFO 24392 --- [main] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring embedded WebApplicationContext
2022-06-27 16:58:40.239  INFO 24392 --- [main] w.s.c.ServletWebServerApplicationContext : Root WebApplicationContext: initialization completed in 870 ms
2022-06-27 16:58:40.342  INFO 24392 --- [main] o.q.c.m.l.client.api.MarketDataService   : subscriptionConfig: SubscriptionConfig(tickers={XBTUSD=100934, XETUSD=100935})
2022-06-27 16:58:40.342  INFO 24392 --- [main] o.q.c.m.l.client.api.MarketDataService   : quickfixConfig: QuickfixConfig(senderCompID=jcorderop, targetCompID=LMXBDM, dataDictionaryFile=brokerFixMarketDataGateway-QuickFix-DataDictionary.xml, userName=jcorderop, password=lmax4trading_)
2022-06-27 16:58:40.466  INFO 24392 --- [main] i.a.q.s.b.s.c.SessionSettingsLocator     : Loading settings from 'classpath:quickfixj-client.cfg'
2022-06-27 16:58:40.753  INFO 24392 --- [main] o.s.b.a.e.web.EndpointLinksResolver      : Exposing 1 endpoint(s) beneath base path '/actuator'
2022-06-27 16:58:40.771  INFO 24392 --- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat started on port(s): 8090 (http) with context path ''
2022-06-27 16:58:40.771  INFO 24392 --- [main] i.a.q.s.b.s.connection.ConnectorManager  : start: Starting ConnectorManager
2022-06-27 16:58:40.788  INFO 24392 --- [main] quickfix.DefaultSessionSchedule          : [FIX.4.4:jcorderop->LMXBDM] daily, 00:00:00-UTC - 00:00:00-UTC
2022-06-27 16:58:40.788  INFO 24392 --- [main] o.q.c.c.client.ClientApplicationAdapter  : onCreate: SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 16:58:40.788  INFO 24392 --- [main] quickfix.mina.NetworkingOptions          : Socket option: SocketTcpNoDelay=true
2022-06-27 16:58:40.788  INFO 24392 --- [main] quickfix.mina.NetworkingOptions          : Socket option: SocketSynchronousWrites=false
2022-06-27 16:58:40.788  INFO 24392 --- [main] quickfix.mina.NetworkingOptions          : Socket option: SocketSynchronousWriteTimeout=30000
2022-06-27 16:58:40.804  WARN 24392 --- [main] quickfix.mina.ssl.SSLContextFactory      : quickfixj.keystore: keystore not found, using empty keystore
2022-06-27 16:58:40.875  INFO 24392 --- [main] quickfix.ThreadedSocketInitiator         : SessionTimer started
2022-06-27 16:58:40.887  INFO 24392 --- [main] .c.m.l.QuickfixLmaxMarketDataApplication : Started QuickfixLmaxMarketDataApplication in 2.012 seconds (JVM running for 2.586)
2022-06-27 16:58:41.117  INFO 24392 --- [RMI TCP Connection(3)-192.168.1.135] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring DispatcherServlet 'dispatcherServlet'
2022-06-27 16:58:41.117  INFO 24392 --- [RMI TCP Connection(3)-192.168.1.135] o.s.web.servlet.DispatcherServlet        : Initializing Servlet 'dispatcherServlet'
2022-06-27 16:58:41.118  INFO 24392 --- [RMI TCP Connection(3)-192.168.1.135] o.s.web.servlet.DispatcherServlet        : Completed initialization in 1 ms
2022-06-27 16:58:41.890  INFO 24392 --- [QFJ Timer] o.q.c.c.client.ClientApplicationAdapter  : toAdmin: Message=8=FIX.4.4|9=76|35=A|34=1|49=jcorderop|52=20220627-14:58:41.890|56=LMXBDM|98=0|108=30|141=Y|10=201|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 16:58:41.905  INFO 24392 --- [QFJ Timer] o.q.c.c.client.ClientApplicationAdapter  : toAdmin: msgType A
2022-06-27 16:58:41.905  INFO 24392 --- [QFJ Timer] o.q.c.c.client.ClientApplicationAdapter  : Adding credentials...
2022-06-27 16:58:41.905  INFO 24392 --- [QFJ Timer] o.q.c.c.client.ClientApplicationAdapter  : toAdmin: 8=FIX.4.4|9=108|35=A|34=1|49=jcorderop|52=20220627-14:58:41.890|56=LMXBDM|98=0|108=30|141=Y|553=jcorderop|554=lmax4trading_|10=162|
2022-06-27 16:58:41.954  INFO 24392 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.c.client.ClientApplicationAdapter  : fromAdmin: Message=8=FIX.4.4|9=76|35=A|34=1|49=LMXBDM|52=20220627-14:58:41.846|56=jcorderop|98=0|108=30|141=Y|10=202|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 16:58:41.954  INFO 24392 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.c.client.ClientApplicationAdapter  : onLogon: SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 16:59:11.885  INFO 24392 --- [QFJ Timer] o.q.c.c.client.ClientApplicationAdapter  : toAdmin: Message=8=FIX.4.4|9=58|35=0|34=2|49=jcorderop|52=20220627-14:59:11.885|56=LMXBDM|10=117|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 16:59:11.886  INFO 24392 --- [QFJ Timer] o.q.c.c.client.ClientApplicationAdapter  : toAdmin: msgType 0
2022-06-27 16:59:11.952  INFO 24392 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.c.client.ClientApplicationAdapter  : fromAdmin: Message=8=FIX.4.4|9=58|35=0|34=2|49=LMXBDM|52=20220627-14:59:11.846|56=jcorderop|10=114|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 16:59:41.888  INFO 24392 --- [QFJ Timer] o.q.c.c.client.ClientApplicationAdapter  : toAdmin: Message=8=FIX.4.4|9=58|35=0|34=3|49=jcorderop|52=20220627-14:59:41.887|56=LMXBDM|10=123|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 16:59:41.888  INFO 24392 --- [QFJ Timer] o.q.c.c.client.ClientApplicationAdapter  : toAdmin: msgType 0
2022-06-27 16:59:41.944  INFO 24392 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.c.client.ClientApplicationAdapter  : fromAdmin: Message=8=FIX.4.4|9=58|35=0|34=3|49=LMXBDM|52=20220627-14:59:41.847|56=jcorderop|10=119|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 17:00:11.889  INFO 24392 --- [QFJ Timer] o.q.c.c.client.ClientApplicationAdapter  : toAdmin: Message=8=FIX.4.4|9=58|35=0|34=4|49=jcorderop|52=20220627-15:00:11.889|56=LMXBDM|10=110|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 17:00:11.889  INFO 24392 --- [QFJ Timer] o.q.c.c.client.ClientApplicationAdapter  : toAdmin: msgType 0
2022-06-27 17:00:11.955  INFO 24392 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.c.client.ClientApplicationAdapter  : fromAdmin: Message=8=FIX.4.4|9=58|35=0|34=4|49=LMXBDM|52=20220627-15:00:11.848|56=jcorderop|10=105|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 17:00:41.887  INFO 24392 --- [QFJ Timer] o.q.c.c.client.ClientApplicationAdapter  : toAdmin: Message=8=FIX.4.4|9=58|35=0|34=5|49=jcorderop|52=20220627-15:00:41.886|56=LMXBDM|10=111|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 17:00:41.887  INFO 24392 --- [QFJ Timer] o.q.c.c.client.ClientApplicationAdapter  : toAdmin: msgType 0
2022-06-27 17:00:41.953  INFO 24392 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.c.client.ClientApplicationAdapter  : fromAdmin: Message=8=FIX.4.4|9=58|35=0|34=5|49=LMXBDM|52=20220627-15:00:41.848|56=jcorderop|10=109|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 17:01:11.885  INFO 24392 --- [QFJ Timer] o.q.c.c.client.ClientApplicationAdapter  : toAdmin: Message=8=FIX.4.4|9=58|35=0|34=6|49=jcorderop|52=20220627-15:01:11.885|56=LMXBDM|10=109|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 17:01:11.886  INFO 24392 --- [QFJ Timer] o.q.c.c.client.ClientApplicationAdapter  : toAdmin: msgType 0
2022-06-27 17:01:11.952  INFO 24392 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.c.client.ClientApplicationAdapter  : fromAdmin: Message=8=FIX.4.4|9=58|35=0|34=6|49=LMXBDM|52=20220627-15:01:11.849|56=jcorderop|10=109|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 17:01:41.887  INFO 24392 --- [QFJ Timer] o.q.c.c.client.ClientApplicationAdapter  : toAdmin: Message=8=FIX.4.4|9=58|35=0|34=7|49=jcorderop|52=20220627-15:01:41.887|56=LMXBDM|10=115|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 17:01:41.888  INFO 24392 --- [QFJ Timer] o.q.c.c.client.ClientApplicationAdapter  : toAdmin: msgType 0
2022-06-27 17:01:41.950  INFO 24392 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.c.client.ClientApplicationAdapter  : fromAdmin: Message=8=FIX.4.4|9=58|35=0|34=7|49=LMXBDM|52=20220627-15:01:41.849|56=jcorderop|10=113|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 17:02:11.890  INFO 24392 --- [QFJ Timer] o.q.c.c.client.ClientApplicationAdapter  : toAdmin: Message=8=FIX.4.4|9=58|35=0|34=8|49=jcorderop|52=20220627-15:02:11.890|56=LMXBDM|10=108|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 17:02:11.891  INFO 24392 --- [QFJ Timer] o.q.c.c.client.ClientApplicationAdapter  : toAdmin: msgType 0
2022-06-27 17:02:11.957  INFO 24392 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.c.client.ClientApplicationAdapter  : fromAdmin: Message=8=FIX.4.4|9=58|35=0|34=8|49=LMXBDM|52=20220627-15:02:11.850|56=jcorderop|10=104|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 17:02:41.887  INFO 24392 --- [QFJ Timer] o.q.c.c.client.ClientApplicationAdapter  : toAdmin: Message=8=FIX.4.4|9=58|35=0|34=9|49=jcorderop|52=20220627-15:02:41.887|56=LMXBDM|10=118|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 17:02:41.888  INFO 24392 --- [QFJ Timer] o.q.c.c.client.ClientApplicationAdapter  : toAdmin: msgType 0
2022-06-27 17:02:41.953  INFO 24392 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.c.client.ClientApplicationAdapter  : fromAdmin: Message=8=FIX.4.4|9=58|35=0|34=9|49=LMXBDM|52=20220627-15:02:41.850|56=jcorderop|10=108|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 17:02:59.622  INFO 24392 --- [SpringApplicationShutdownHook] i.a.q.s.b.s.connection.ConnectorManager  : stop: Stopping ConnectorManager. Force disconnect=false
2022-06-27 17:02:59.622  INFO 24392 --- [SpringApplicationShutdownHook] quickfix.ThreadedSocketInitiator         : Logging out all sessions
2022-06-27 17:02:59.891  INFO 24392 --- [QFJ Timer] o.q.c.c.client.ClientApplicationAdapter  : toAdmin: Message=8=FIX.4.4|9=59|35=5|34=10|49=jcorderop|52=20220627-15:02:59.891|56=LMXBDM|10=168|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 17:02:59.892  INFO 24392 --- [QFJ Timer] o.q.c.c.client.ClientApplicationAdapter  : toAdmin: msgType 5
2022-06-27 17:02:59.925  INFO 24392 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.c.client.ClientApplicationAdapter  : fromAdmin: Message=8=FIX.4.4|9=59|35=5|34=10|49=LMXBDM|52=20220627-15:02:59.813|56=jcorderop|10=162|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 17:02:59.925  INFO 24392 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.c.client.ClientApplicationAdapter  : onLogout: SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 17:02:59.942  INFO 24392 --- [SpringApplicationShutdownHook] quickfix.ThreadedSocketInitiator         : SessionTimer canceled
2022-06-27 17:03:05.389  INFO 25180 --- [main] .c.m.l.QuickfixLmaxMarketDataApplication : Starting QuickfixLmaxMarketDataApplication using Java 17.0.3 on DESKTOP-G1O7DN4 with PID 25180 (D:\home\Courses\Java\quickfix\quickfix-lmax\quickfix-lmax-client\quickfix-client-lmax\quickfix-client-markerdata-lmax\target\classes started by iorch in D:\home\Courses\Java\quickfix\quickfix-lmax\quickfix-lmax-client)
2022-06-27 17:03:05.391  INFO 25180 --- [main] .c.m.l.QuickfixLmaxMarketDataApplication : No active profile set, falling back to 1 default profile: "default"
2022-06-27 17:03:06.184  INFO 25180 --- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat initialized with port(s): 8090 (http)
2022-06-27 17:03:06.190  INFO 25180 --- [main] o.apache.catalina.core.StandardService   : Starting service [Tomcat]
2022-06-27 17:03:06.190  INFO 25180 --- [main] org.apache.catalina.core.StandardEngine  : Starting Servlet engine: [Apache Tomcat/9.0.64]
2022-06-27 17:03:06.266  INFO 25180 --- [main] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring embedded WebApplicationContext
2022-06-27 17:03:06.267  INFO 25180 --- [main] w.s.c.ServletWebServerApplicationContext : Root WebApplicationContext: initialization completed in 844 ms
2022-06-27 17:03:06.388  INFO 25180 --- [main] o.q.c.m.l.client.api.MarketDataService   : subscriptionConfig: SubscriptionConfig(tickers={XBTUSD=100934, XETUSD=100935})
2022-06-27 17:03:06.389  INFO 25180 --- [main] o.q.c.m.l.client.api.MarketDataService   : quickfixConfig: QuickfixConfig(senderCompID=jcorderop, targetCompID=LMXBDM, dataDictionaryFile=brokerFixMarketDataGateway-QuickFix-DataDictionary.xml, userName=jcorderop, password=lmax4trading_)
2022-06-27 17:03:06.397  WARN 25180 --- [main] ConfigServletWebServerApplicationContext : Exception encountered during context initialization - cancelling refresh attempt: org.springframework.beans.factory.UnsatisfiedDependencyException: Error creating bean with name 'clientApplication' defined in class path resource [org/quickfix/client/marketdata/lmax/client/MarketDataClient.class]: Unsatisfied dependency expressed through method 'clientApplication' parameter 0; nested exception is org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'messageCracker' defined in class path resource [org/quickfix/client/marketdata/lmax/client/MarketDataClient.class]: Bean instantiation via factory method failed; nested exception is org.springframework.beans.BeanInstantiationException: Failed to instantiate [quickfix.fix44.MessageCracker]: Factory method 'messageCracker' threw exception; nested exception is java.lang.NullPointerException: Cannot invoke "org.quickfix.client.common.client.QuickfixConfig.getDataDictionaryFile()" because "this.quickfixConfig" is null
2022-06-27 17:03:06.399  INFO 25180 --- [main] o.apache.catalina.core.StandardService   : Stopping service [Tomcat]
2022-06-27 17:03:06.411  INFO 25180 --- [main] ConditionEvaluationReportLoggingListener : 

Error starting ApplicationContext. To display the conditions report re-run your application with 'debug' enabled.
2022-06-27 17:03:06.439 ERROR 25180 --- [main] o.s.boot.SpringApplication               : Application run failed
java.lang.NullPointerException: Cannot invoke "org.quickfix.client.common.client.QuickfixConfig.getDataDictionaryFile()" because "this.quickfixConfig" is null
	at org.quickfix.client.common.client.QuickfixClientAbstract.messageCracker(QuickfixClientAbstract.java:21) ~[classes/:na]
	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method) ~[na:na]
	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:77) ~[na:na]
	at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43) ~[na:na]
	at java.base/java.lang.reflect.Method.invoke(Method.java:568) ~[na:na]
Wrapped by: org.springframework.beans.BeanInstantiationException: Failed to instantiate [quickfix.fix44.MessageCracker]: Factory method 'messageCracker' threw exception; nested exception is java.lang.NullPointerException: Cannot invoke "org.quickfix.client.common.client.QuickfixConfig.getDataDictionaryFile()" because "this.quickfixConfig" is null
	at org.springframework.beans.factory.support.SimpleInstantiationStrategy.instantiate(SimpleInstantiationStrategy.java:185) ~[spring-beans-5.3.21.jar:5.3.21]
	at org.springframework.beans.factory.support.ConstructorResolver.instantiate(ConstructorResolver.java:653) ~[spring-beans-5.3.21.jar:5.3.21]
	at org.springframework.beans.factory.support.ConstructorResolver.instantiateUsingFactoryMethod(ConstructorResolver.java:486) ~[spring-beans-5.3.21.jar:5.3.21]
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.instantiateUsingFactoryMethod(AbstractAutowireCapableBeanFactory.java:1352) ~[spring-beans-5.3.21.jar:5.3.21]
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.createBeanInstance(AbstractAutowireCapableBeanFactory.java:1195) ~[spring-beans-5.3.21.jar:5.3.21]
Wrapped by: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'messageCracker' defined in class path resource [org/quickfix/client/marketdata/lmax/client/MarketDataClient.class]: Bean instantiation via factory method failed; nested exception is org.springframework.beans.BeanInstantiationException: Failed to instantiate [quickfix.fix44.MessageCracker]: Factory method 'messageCracker' threw exception; nested exception is java.lang.NullPointerException: Cannot invoke "org.quickfix.client.common.client.QuickfixConfig.getDataDictionaryFile()" because "this.quickfixConfig" is null
	at org.springframework.beans.factory.support.ConstructorResolver.instantiate(ConstructorResolver.java:658) ~[spring-beans-5.3.21.jar:5.3.21]
	at org.springframework.beans.factory.support.ConstructorResolver.instantiateUsingFactoryMethod(ConstructorResolver.java:486) ~[spring-beans-5.3.21.jar:5.3.21]
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.instantiateUsingFactoryMethod(AbstractAutowireCapableBeanFactory.java:1352) ~[spring-beans-5.3.21.jar:5.3.21]
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.createBeanInstance(AbstractAutowireCapableBeanFactory.java:1195) ~[spring-beans-5.3.21.jar:5.3.21]
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.doCreateBean(AbstractAutowireCapableBeanFactory.java:582) ~[spring-beans-5.3.21.jar:5.3.21]
Wrapped by: org.springframework.beans.factory.UnsatisfiedDependencyException: Error creating bean with name 'clientApplication' defined in class path resource [org/quickfix/client/marketdata/lmax/client/MarketDataClient.class]: Unsatisfied dependency expressed through method 'clientApplication' parameter 0; nested exception is org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'messageCracker' defined in class path resource [org/quickfix/client/marketdata/lmax/client/MarketDataClient.class]: Bean instantiation via factory method failed; nested exception is org.springframework.beans.BeanInstantiationException: Failed to instantiate [quickfix.fix44.MessageCracker]: Factory method 'messageCracker' threw exception; nested exception is java.lang.NullPointerException: Cannot invoke "org.quickfix.client.common.client.QuickfixConfig.getDataDictionaryFile()" because "this.quickfixConfig" is null
	at org.springframework.beans.factory.support.ConstructorResolver.createArgumentArray(ConstructorResolver.java:800) ~[spring-beans-5.3.21.jar:5.3.21]
	at org.springframework.beans.factory.support.ConstructorResolver.instantiateUsingFactoryMethod(ConstructorResolver.java:541) ~[spring-beans-5.3.21.jar:5.3.21]
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.instantiateUsingFactoryMethod(AbstractAutowireCapableBeanFactory.java:1352) ~[spring-beans-5.3.21.jar:5.3.21]
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.createBeanInstance(AbstractAutowireCapableBeanFactory.java:1195) ~[spring-beans-5.3.21.jar:5.3.21]
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.doCreateBean(AbstractAutowireCapableBeanFactory.java:582) ~[spring-beans-5.3.21.jar:5.3.21]
2022-06-27 17:06:47.664  INFO 27812 --- [main] .c.m.l.QuickfixLmaxMarketDataApplication : Starting QuickfixLmaxMarketDataApplication using Java 17.0.3 on DESKTOP-G1O7DN4 with PID 27812 (D:\home\Courses\Java\quickfix\quickfix-lmax\quickfix-lmax-client\quickfix-client-lmax\quickfix-client-markerdata-lmax\target\classes started by iorch in D:\home\Courses\Java\quickfix\quickfix-lmax\quickfix-lmax-client)
2022-06-27 17:06:47.664  INFO 27812 --- [main] .c.m.l.QuickfixLmaxMarketDataApplication : No active profile set, falling back to 1 default profile: "default"
2022-06-27 17:06:48.744  INFO 27812 --- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat initialized with port(s): 8090 (http)
2022-06-27 17:06:48.744  INFO 27812 --- [main] o.apache.catalina.core.StandardService   : Starting service [Tomcat]
2022-06-27 17:06:48.744  INFO 27812 --- [main] org.apache.catalina.core.StandardEngine  : Starting Servlet engine: [Apache Tomcat/9.0.64]
2022-06-27 17:06:48.835  INFO 27812 --- [main] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring embedded WebApplicationContext
2022-06-27 17:06:48.835  INFO 27812 --- [main] w.s.c.ServletWebServerApplicationContext : Root WebApplicationContext: initialization completed in 1115 ms
2022-06-27 17:06:48.974  INFO 27812 --- [main] o.q.c.m.l.client.api.MarketDataService   : subscriptionConfig: SubscriptionConfig(tickers={XBTUSD=100934, XETUSD=100935})
2022-06-27 17:06:48.974  INFO 27812 --- [main] o.q.c.m.l.client.api.MarketDataService   : quickfixConfig: QuickfixConfig(senderCompID=jcorderop, targetCompID=LMXBDM, dataDictionaryFile=brokerFixMarketDataGateway-QuickFix-DataDictionary.xml, userName=jcorderop, password=lmax4trading_)
2022-06-27 17:06:49.118  INFO 27812 --- [main] i.a.q.s.b.s.c.SessionSettingsLocator     : Loading settings from 'classpath:quickfixj-client.cfg'
2022-06-27 17:06:49.406  INFO 27812 --- [main] o.s.b.a.e.web.EndpointLinksResolver      : Exposing 1 endpoint(s) beneath base path '/actuator'
2022-06-27 17:06:49.450  INFO 27812 --- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat started on port(s): 8090 (http) with context path ''
2022-06-27 17:06:49.450  INFO 27812 --- [main] i.a.q.s.b.s.connection.ConnectorManager  : start: Starting ConnectorManager
2022-06-27 17:06:49.450  INFO 27812 --- [main] quickfix.DefaultSessionSchedule          : [FIX.4.4:jcorderop->LMXBDM] daily, 00:00:00-UTC - 00:00:00-UTC
2022-06-27 17:06:49.466  INFO 27812 --- [main] o.q.c.c.client.ClientApplicationAdapter  : onCreate: SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 17:06:49.483  INFO 27812 --- [main] quickfix.mina.NetworkingOptions          : Socket option: SocketTcpNoDelay=true
2022-06-27 17:06:49.483  INFO 27812 --- [main] quickfix.mina.NetworkingOptions          : Socket option: SocketSynchronousWrites=false
2022-06-27 17:06:49.483  INFO 27812 --- [main] quickfix.mina.NetworkingOptions          : Socket option: SocketSynchronousWriteTimeout=30000
2022-06-27 17:06:49.483  WARN 27812 --- [main] quickfix.mina.ssl.SSLContextFactory      : quickfixj.keystore: keystore not found, using empty keystore
2022-06-27 17:06:49.564  INFO 27812 --- [main] quickfix.ThreadedSocketInitiator         : SessionTimer started
2022-06-27 17:06:49.581  INFO 27812 --- [main] .c.m.l.QuickfixLmaxMarketDataApplication : Started QuickfixLmaxMarketDataApplication in 2.399 seconds (JVM running for 3.254)
2022-06-27 17:06:50.135  INFO 27812 --- [RMI TCP Connection(2)-192.168.1.135] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring DispatcherServlet 'dispatcherServlet'
2022-06-27 17:06:50.139  INFO 27812 --- [RMI TCP Connection(2)-192.168.1.135] o.s.web.servlet.DispatcherServlet        : Initializing Servlet 'dispatcherServlet'
2022-06-27 17:06:50.140  INFO 27812 --- [RMI TCP Connection(2)-192.168.1.135] o.s.web.servlet.DispatcherServlet        : Completed initialization in 1 ms
2022-06-27 17:06:50.575  INFO 27812 --- [QFJ Timer] o.q.c.c.client.ClientApplicationAdapter  : toAdmin: Message=8=FIX.4.4|9=76|35=A|34=1|49=jcorderop|52=20220627-15:06:50.575|56=LMXBDM|98=0|108=30|141=Y|10=195|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 17:06:50.592  INFO 27812 --- [QFJ Timer] o.q.c.c.client.ClientApplicationAdapter  : toAdmin: msgType A
2022-06-27 17:06:50.592  INFO 27812 --- [QFJ Timer] o.q.c.c.client.ClientApplicationAdapter  : Adding credentials...
2022-06-27 17:06:50.592  INFO 27812 --- [QFJ Timer] o.q.c.c.client.ClientApplicationAdapter  : toAdmin: 8=FIX.4.4|9=108|35=A|34=1|49=jcorderop|52=20220627-15:06:50.575|56=LMXBDM|98=0|108=30|141=Y|553=jcorderop|554=lmax4trading_|10=156|
2022-06-27 17:06:50.644  INFO 27812 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.c.client.ClientApplicationAdapter  : fromAdmin: Message=8=FIX.4.4|9=76|35=A|34=1|49=LMXBDM|52=20220627-15:06:50.530|56=jcorderop|98=0|108=30|141=Y|10=186|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 17:06:50.644  INFO 27812 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.c.client.ClientApplicationAdapter  : onLogon: SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 17:07:20.578  INFO 27812 --- [QFJ Timer] o.q.c.c.client.ClientApplicationAdapter  : toAdmin: Message=8=FIX.4.4|9=58|35=0|34=2|49=jcorderop|52=20220627-15:07:20.578|56=LMXBDM|10=110|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 17:07:20.579  INFO 27812 --- [QFJ Timer] o.q.c.c.client.ClientApplicationAdapter  : toAdmin: msgType 0
